Tên xe,Tên hãng xe,Năm sản xuất,Nơi bán,Giá,Link sản phẩm
Honda City RS 1.5 AT - 2021,Honda,2021,495,Hà Nội,https://bonbanh.com/xe-honda-city-rs-1.5-at-2021-5577338
Mazda CX5 Luxury 2.0 AT - 2022,Mazda,2022,748,Hà Nội,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2022-5575068
Lexus ES 300h - 2022,Lexus,2022,2880,Hà Nội,https://bonbanh.com/xe-lexus-es-300h-2022-5403618
Ford Everest Titanium 2.0L 4x2 AT - 2022,Ford,2022,1062,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2022-5577388
Audi Q5 2.0 AT - 2017,Audi,2017,1220,Hà Nội,https://bonbanh.com/xe-audi-q5-2.0-at-2017-5594266
MG 5 Standard 1.5 AT - 2022,MG,2022,439,Hà Nội,https://bonbanh.com/xe-mg-5-standard-1.5-at-2022-5592918
Honda Civic G 1.8 AT - 2020,Honda,2020,650,Đăk Lăk,https://bonbanh.com/xe-honda-civic-g-1.8-at-2020-5558656
Mercedes Benz E class E250 - 2017,Mercedes,2017,990,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2017-5575147
Hyundai Elantra 2.0 AT - 2021,Hyundai,2021,539,Hà Nội,https://bonbanh.com/xe-hyundai-elantra-2.0-at-2021-5567407
Subaru Forester 2.0i-S EyeSight - 2023,Subaru,2023,959,Hà Nội,https://bonbanh.com/xe-subaru-forester-2.0i-s-eyesight-2023-5205572
Hyundai Accent 1.4 MT - 2020,Hyundai,2020,362,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-mt-2020-5532050
Hyundai Verna 1.4 MT - 2008,Hyundai,2008,135,TP HCM,https://bonbanh.com/xe-hyundai-verna-1.4-mt-2008-5591706
Kia Carens EXMT - 2016,Kia,2016,250,TP HCM,https://bonbanh.com/xe-kia-carens-exmt-2016-5587695
Kia Carnival Signature 2.2D - 2023,Kia,2023,1420,Bình Dương,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2023-5594254
Chevrolet Aveo LT 1.5 MT - 2016,Chevrolet,2016,170,TP HCM,https://bonbanh.com/xe-chevrolet-aveo-lt-1.5-mt-2016-5584227
Chevrolet Orlando LTZ 1.8 AT - 2014,Chevrolet,2014,328,Đồng Nai,https://bonbanh.com/xe-chevrolet-orlando-ltz-1.8-at-2014-5561693
Toyota Camry 2.5Q - 2015,Toyota,2015,620,TP HCM,https://bonbanh.com/xe-toyota-camry-2.5q-2015-5592311
Toyota Corolla Cross 1.8G - 2021,Toyota,2021,695,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2021-5591260
Porsche Macan 2.0 - 2015,Porsche,2015,1689,TP HCM,https://bonbanh.com/xe-porsche-macan-2.0-2015-5591196
Mazda 3 1.5 AT - 2018,Mazda,2018,482,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5547457
Audi Q8 55 TFSI S-Line Quattro - 2020,Audi,2020,3090,Hà Nội,https://bonbanh.com/xe-audi-q8-55-tfsi-s-line-quattro-2020-5326961
Porsche Macan 2.0 - 2021,Porsche,2021,2850,TP HCM,https://bonbanh.com/xe-porsche-macan-2.0-2021-5594271
Mercedes Benz V class V250 Avantgarde - 2016,Mercedes,2016,1250,Hà Nội,https://bonbanh.com/xe-mercedes_benz-v_class-v250-avantgarde-2016-5554287
Ford Everest Titanium 2.0L 4x2 AT - 2021,Ford,2021,965,Hà Nội,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2021-5540300
Toyota Vios E 1.5 MT - 2021,Toyota,2021,388,Bắc Giang,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2021-5529314
Mazda CX3 Premium 1.5 AT - 2022,Mazda,2022,610,Hà Nội,https://bonbanh.com/xe-mazda-cx3-premium-1.5-at-2022-5517309
Ford Tourneo Limousine 2.0 AT - 2021,Ford,2021,959,Hà Nội,https://bonbanh.com/xe-ford-tourneo-limousine-2.0-at-2021-5495073
Mazda CX8 Luxury - 2024,Mazda,2024,939,Hà Nội,https://bonbanh.com/xe-mazda-cx8-luxury-2024-5487869
MG ZS Standard 1.5 AT 2WD - 2024,MG,2024,480,Hà Nội,https://bonbanh.com/xe-mg-zs-standard-1.5-at-2wd-2024-5473863
Lincoln Town car Executive Limousine - 2005,Lincoln,2005,2600,TP HCM,https://bonbanh.com/xe-lincoln-town_car-executive-limousine-2005-5354654
VinFast Fadil 1.4 AT - 2019,VinFast,2019,299,Hà Nội,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2019-5578121
Subaru Forester 2.0i-L - 2022,Subaru,2022,835,Hà Nội,https://bonbanh.com/xe-subaru-forester-2.0i-l-2022-5564479
Mazda 2 S - 2015,Mazda,2015,290,Hà Nội,https://bonbanh.com/xe-mazda-2-s-2015-5549023
Chevrolet Cruze LTZ 1.8L - 2018,Chevrolet,2018,350,Hà Nội,https://bonbanh.com/xe-chevrolet-cruze-ltz-1.8l-2018-5519061
Toyota Fortuner 2.7V 4X2 AT - 2016,Toyota,2016,540,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2016-5504279
Kia Sportage Signature 2.0D - 2022,Kia,2022,955,Hà Nội,https://bonbanh.com/xe-kia-sportage-signature-2.0d-2022-5549428
Mercedes Benz GLC 300 4Matic - 2022,Mercedes,2022,2399,Cần Thơ,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5544701
Ford Ranger Wildtrak 2.0L 4x4 AT - 2024,Ford,2024,904,Bắc Ninh,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2024-5538449
Hyundai SantaFe Hybrid 1.6 HTRAC - 2023,Hyundai,2023,1179,TP HCM,https://bonbanh.com/xe-hyundai-santafe-hybrid-1.6-htrac-2023-5513828
Kia Cerato 2.0 AT Premium - 2019,Kia,2019,488,Hà Nội,https://bonbanh.com/xe-kia-cerato-2.0-at-premium-2019-5507854
Jeep Gladiator Rubicon - 2024,Jeep,2024,4248,TP HCM,https://bonbanh.com/xe-jeep-gladiator-rubicon-2024-5503106
Mercedes Benz C class C200 - 2019,Mercedes,2019,898,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2019-5496436
Toyota Raize G 1.0 CVT - 2024,Toyota,2024,486,Hà Nội,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-5476268
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2024,Hyundai,2024,1220,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2024-5473854
Toyota Corolla Cross 1.8V - 2021,Toyota,2021,748,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2021-5460682
Mercedes Benz C class C300 AMG - 2022,Mercedes,2022,1750,Đà Nẵng,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5455598
Mercedes Benz C class C300 AMG - 2022,Mercedes,2022,1888,Nghệ An,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5446065
BMW 3 Series 320i - 2016,BMW,2016,690,Hà Nội,https://bonbanh.com/xe-bmw-3_series-320i-2016-5371187
Toyota Innova 2.0E - 2017,Toyota,2017,435,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0e-2017-5359690
Ford Everest Titanium 2.0L 4x2 AT - 2024,Ford,2024,1247,Bình Định,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2024-4523953
Toyota Corolla Cross 1.8G - 2022,Toyota,2022,689,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2022-5584442
Nissan Navara VL 2.5 AT 4WD - 2015,Nissan,2015,415,Hà Nội,https://bonbanh.com/xe-nissan-navara-vl-2.5-at-4wd-2015-5508544
Hyundai i10 1.2 AT - 2023,Hyundai,2023,415,Hà Nội,https://bonbanh.com/xe-hyundai-i10-1.2-at-2023-5573694
Toyota Fortuner 2.4L 4x2 AT - 2022,Toyota,2022,999,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.4l-4x2-at-2022-5584472
Mitsubishi Pajero Sport 2.4D 4x4 AT - 2023,Mitsubishi,2023,1365,Hà Nội,https://bonbanh.com/xe-mitsubishi-pajero-sport-2.4d-4x4-at-2023-3460404
Ford Ranger XLS 2.2L 4x2 AT - 2021,Ford,2021,560,Lâm Đồng,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-5590405
Mercedes Benz C class C180 AMG - 2021,Mercedes,2021,1048,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c180-amg-2021-5590636
VinFast Lux A 2.0 Nâng cao - 2022,VinFast,2022,639,TP HCM,https://bonbanh.com/xe-vinfast-lux_a_2.0-nang-cao-2022-5565441
Mercedes Benz E class E300 AMG - 2022,Mercedes,2022,2368,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2022-5594296
Mitsubishi Attrage 1.2 MT - 2022,Mitsubishi,2022,320,Hà Nội,https://bonbanh.com/xe-mitsubishi-attrage-1.2-mt-2022-5564869
Mazda 6 2.0 AT - 2015,Mazda,2015,415,Hà Nội,https://bonbanh.com/xe-mazda-6-2.0-at-2015-5590316
Mercedes Benz E class E300 AMG - 2017,Mercedes,2017,1299,TP HCM,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2017-5463470
BMW X3 xDrive30i M Sport - 2023,BMW,2023,2300,Bình Dương,https://bonbanh.com/xe-bmw-x3-xdrive30i-m-sport-2023-5579140
Mercedes Benz E class E250 - 2014,Mercedes,2014,628,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2014-5593695
Mercedes Benz C class C300 AMG - 2022,Mercedes,2022,1748,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5537508
Honda CRV G - 2019,Honda,2019,699,Hà Nội,https://bonbanh.com/xe-honda-crv-g-2019-5555685
Mazda 3 1.5 AT - 2018,Mazda,2018,486,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5593703
Suzuki Swift GLX 1.2 AT - 2019,Suzuki,2019,435,Hà Nội,https://bonbanh.com/xe-suzuki-swift-glx-1.2-at-2019-5581479
Mercedes Benz GLC 250 4Matic - 2017,Mercedes,2017,988,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2017-5577648
Hyundai Elantra Sport 1.6 AT - 2018,Hyundai,2018,487,TP HCM,https://bonbanh.com/xe-hyundai-elantra-sport-1.6-at-2018-5572842
Mazda 3 1.5L Deluxe - 2023,Mazda,2023,605,Thái Bình,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2023-5548880
Toyota Yaris 1.5G - 2019,Toyota,2019,499,Hà Nội,https://bonbanh.com/xe-toyota-yaris-1.5g-2019-5534890
Kia Cerato 2.0 AT Premium - 2020,Kia,2020,505,Hải Phòng,https://bonbanh.com/xe-kia-cerato-2.0-at-premium-2020-5531707
Mercedes Benz GLC 300 4Matic - 2017,Mercedes,2017,1180,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5510900
Kia Carens SXAT - 2012,Kia,2012,266,Hải Dương,https://bonbanh.com/xe-kia-carens-sxat-2012-5548555
Toyota Venza 2.7 - 2009,Toyota,2009,525,Hà Nội,https://bonbanh.com/xe-toyota-venza-2.7-2009-4997136
Mercedes Benz GLC 300 4Matic - 2021,Mercedes,2021,1880,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-4879215
Suzuki Ciaz 1.4 AT - 2023,Suzuki,2023,534,TP HCM,https://bonbanh.com/xe-suzuki-ciaz-1.4-at-2023-4574947
Kia Seltos Premium 1.4 AT - 2021,Kia,2021,629,Hà Nội,https://bonbanh.com/xe-kia-seltos-premium-1.4-at-2021-5472090
Kia Cerato 1.6 AT Luxury - 2021,Kia,2021,550,Hà Nội,https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2021-5568697
Ford Mustang 2.3 EcoBoost Premium Fastback - 2021,Ford,2021,1999,TP HCM,https://bonbanh.com/xe-ford-mustang-2.3-ecoboost-premium-fastback-2021-5384891
Ford EcoSport Titanium 1.5L AT - 2018,Ford,2018,440,TP HCM,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2018-5576880
Mercedes Benz GLC 200 4Matic - 2023,Mercedes,2023,2200,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2023-5576519
Toyota Vios G 1.5 CVT - 2021,Toyota,2021,505,Hà Nội,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2021-5553004
Hyundai SantaFe 2.4L 4WD - 2016,Hyundai,2016,699,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2016-5551094
Kia Sedona 2.2 DAT Deluxe - 2020,Kia,2020,830,Hà Nội,https://bonbanh.com/xe-kia-sedona-2.2-dat-deluxe-2020-5541525
Lexus RX 200t - 2017,Lexus,2017,1980,Hà Nội,https://bonbanh.com/xe-lexus-rx-200t-2017-5532550
Bentley Continental GT - 2007,Bentley,2007,2799,Hà Nội,https://bonbanh.com/xe-bentley-continental-gt-2007-5423452
MG ZS Standard 1.5 AT 2WD - 2024,MG,2024,465,Thanh Hóa,https://bonbanh.com/xe-mg-zs-standard-1.5-at-2wd-2024-5134787
Mitsubishi Attrage 1.2 CVT - 2022,Mitsubishi,2022,405,Hà Nội,https://bonbanh.com/xe-mitsubishi-attrage-1.2-cvt-2022-5581465
BMW 5 Series 530i M Sport - 2022,BMW,2022,2499,TP HCM,https://bonbanh.com/xe-bmw-5_series-530i-m-sport-2022-5302030
Peugeot 5008 1.6 AT - 2019,Peugeot,2019,750,Bình Định,https://bonbanh.com/xe-peugeot-5008-1.6-at-2019-5594268
Ford Ranger Wildtrak 3.2L 4x4 AT - 2016,Ford,2016,539,TP HCM,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2016-5545233
Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2024,Hyundai,2024,900,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-2.0-at-crdi-dac-biet-2024-5545019
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2024,Hyundai,2024,1220,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2024-5541024
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021,Hyundai,2021,1120,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2021-5575659
Toyota Wigo 1.2G MT - 2019,Toyota,2019,240,Hà Tĩnh,https://bonbanh.com/xe-toyota-wigo-1.2g-mt-2019-5558137
Toyota Raize G 1.0 CVT - 2023,Toyota,2023,518,TP HCM,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2023-5557923
Toyota Fortuner 2.7V 4x2 AT - 2015,Toyota,2015,479,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2015-5506640
Mitsubishi Triton 4x2 AT - 2023,Mitsubishi,2023,595,Hà Nội,https://bonbanh.com/xe-mitsubishi-triton-4x2-at-2023-4922136
Isuzu MU-X B7 Plus 1.9 4X2 AT - 2023,Isuzu,2023,935,Hà Nội,https://bonbanh.com/xe-isuzu-mu-x-b7-plus-1.9-4x2-at-2023-4776598
LandRover Defender 110 HSE 2.0P 300PS - 2023,LandRover,2023,5729,Hà Nội,https://bonbanh.com/xe-landrover-defender-110-hse-2.0p-300ps-2023-4432858
Lexus LX 600 Urban - 2023,Lexus,2023,9680,Hà Nội,https://bonbanh.com/xe-lexus-lx-600-urban-2023-5573691
Toyota Innova 2.0E - 2016,Toyota,2016,442,Hải Phòng,https://bonbanh.com/xe-toyota-innova-2.0e-2016-5581255
Mercedes Benz GLC 200 - 2021,Mercedes,2021,1469,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-5495287
Kia Sorento 2.4 GAT Premium - 2019,Kia,2019,635,Hà Nội,https://bonbanh.com/xe-kia-sorento-2.4-gat-premium-2019-5594278
Mercedes Benz C class C300 AMG - 2018,Mercedes,2018,970,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2018-5410302
Mazda CX8 Luxury - 2024,Mazda,2024,949,Hà Nội,https://bonbanh.com/xe-mazda-cx8-luxury-2024-5007494
Hyundai Accent 1.4 AT Đặc Biệt - 2022,Hyundai,2022,489,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-5574668
Hyundai SantaFe Tiêu chuẩn 2.5L - 2021,Hyundai,2021,910,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-tieu-chuan-2.5l-2021-5590554
Kia Cerato 2.0 AT Premium - 2019,Kia,2019,509,Hà Nội,https://bonbanh.com/xe-kia-cerato-2.0-at-premium-2019-5574732
BMW 7 Series 730Li M Sport - 2020,BMW,2020,2799,TP HCM,https://bonbanh.com/xe-bmw-7_series-730li-m-sport-2020-5423077
Mercedes Benz C class C300 AMG - 2018,Mercedes,2018,950,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2018-5577462
Audi Q8 Etron - 2024,Audi,2024,3800,TP HCM,https://bonbanh.com/xe-audi-q8-etron-2024-5537820
Ford Ranger Wildtrak 2.0L 4x4 AT - 2018,Ford,2018,656,TP HCM,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2018-5504000
Mercedes Benz GLC 300 4Matic - 2018,Mercedes,2018,1190,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2018-5541091
Chevrolet Aveo LTZ 1.5 AT - 2016,Chevrolet,2016,225,Hà Nội,https://bonbanh.com/xe-chevrolet-aveo-ltz-1.5-at-2016-5248984
Toyota Fortuner 2.7V 4x2 AT - 2012,Toyota,2012,369,Nam Định,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2012-5594283
Toyota Fortuner 2.4G 4x2 AT Legender - 2021,Toyota,2021,1018,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-legender-2021-5565036
Peugeot 3008 AL - 2022,Peugeot,2022,875,Hải Phòng,https://bonbanh.com/xe-peugeot-3008-al-2022-5562254
Toyota Land Cruiser 3.5 V6 - 2024,Toyota,2024,4286,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5378959
VinFast VF8 Plus - 2023,VinFast,2023,1346,TP HCM,https://bonbanh.com/xe-vinfast-vf8-plus-2023-4870148
Honda City L 1.5 AT - 2023,Honda,2023,549,Hà Nội,https://bonbanh.com/xe-honda-city-l-1.5-at-2023-694730
Toyota Innova 2.0E - 2017,Toyota,2017,430,Bắc Ninh,https://bonbanh.com/xe-toyota-innova-2.0e-2017-5568380
Lexus LX 570 - 2018,Lexus,2018,6550,Hà Nội,https://bonbanh.com/xe-lexus-lx-570-2018-5583299
Lexus LX 570 - 2018,Lexus,2018,6550,Hà Nội,https://bonbanh.com/xe-lexus-lx-570-2018-5583303
Mercedes Benz GLC 200 - 2020,Mercedes,2020,1289,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-200-2020-5567157
Volkswagen Viloran Premium - 2024,Volkswagen,2024,1989,TP HCM,https://bonbanh.com/xe-volkswagen-viloran-premium-2024-5528015
Toyota Corolla Cross 1.8HV - 2020,Toyota,2020,789,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8hv-2020-5583117
Hyundai Creta Đặc biệt 1.5 AT - 2022,Hyundai,2022,628,Bình Dương,https://bonbanh.com/xe-hyundai-creta-dac-biet-1.5-at-2022-5578753
Toyota Camry 2.5Q - 2018,Toyota,2018,755,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.5q-2018-5562006
Kia Carnival Signature 2.2D - 2024,Kia,2024,1359,Hà Nội,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2024-5558975
Mercedes Benz GLS 450 4Matic - 2021,Mercedes,2021,4079,TP HCM,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-5556032
Mitsubishi Xforce Premium - 2024,Mitsubishi,2024,655,Hà Nội,https://bonbanh.com/xe-mitsubishi-xforce-premium-2024-5495329
Toyota Corolla Cross 1.8HEV - 2024,Toyota,2024,890,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8hev-2024-5490494
Lexus LX 570 - 2015,Lexus,2015,3350,Hà Nội,https://bonbanh.com/xe-lexus-lx-570-2015-5575574
Toyota Land Cruiser 3.5 V6 - 2024,Toyota,2024,4286,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5568783
Mercedes Benz E class E240 - 2004,Mercedes,2004,165,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e240-2004-5561992
VinFast Fadil Tiêu chuẩn 1.4 AT - 2022,VinFast,2022,355,Hà Nội,https://bonbanh.com/xe-vinfast-fadil-tieu-chuan-1.4-at-2022-5544544
Mazda 6 2.5 AT - 2016,Mazda,2016,465,Hà Nội,https://bonbanh.com/xe-mazda-6-2.5-at-2016-5491449
Ford Ranger Raptor 2.0L 4x4 AT - 2024,Ford,2024,1229,Hà Nội,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2024-5486852
Ford Ranger Raptor 2.0L 4x4 AT - 2024,Ford,2024,1189,Hà Nội,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2024-5398815
Mercedes Benz C class C200 Avantgarde Plus - 2022,Mercedes,2022,1630,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-5267797
Honda HRV G - 2023,Honda,2023,659,Hà Nội,https://bonbanh.com/xe-honda-hrv-g-2023-5144873
Peugeot 2008 GT Line 1.2 AT - 2023,Peugeot,2023,755,Hà Nội,https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2023-5120689
Ford Ranger XLS 2.0L 4x2 AT - 2024,Ford,2024,600,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2024-5090909
Mercedes Benz C class C200 - 2018,Mercedes,2018,859,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2018-5594307
Ford Ranger Wildtrak 3.2L 4x4 AT - 2016,Ford,2016,538,TP HCM,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2016-5578920
Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Ford,2021,725,Hà Nội,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2021-5576020
Kia Sedona 2.2 DAT Luxury - 2021,Kia,2021,945,Hà Nội,https://bonbanh.com/xe-kia-sedona-2.2-dat-luxury-2021-5475107
Hyundai SantaFe Premium 2.2L HTRAC - 2019,Hyundai,2019,880,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-premium-2.2l-htrac-2019-5577193
Toyota Fortuner 2.7V 4x2 AT - 2012,Toyota,2012,375,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2012-5546707
LandRover Defender 110 First Edition P400 3.0 AT - 2021,LandRover,2021,4258,Hà Nội,https://bonbanh.com/xe-landrover-defender-110-first-edition-p400-3.0-at-2021-5578646
Ford Ranger Wildtrak 3.2L 4x4 AT - 2018,Ford,2018,588,Hà Nội,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2018-5562450
Mercedes Benz GLC 300 4Matic - 2021,Mercedes,2021,1758,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5551384
Lexus LX 600 F-Sport - 2023,Lexus,2023,9250,Hà Nội,https://bonbanh.com/xe-lexus-lx-600-f-sport-2023-5562689
Toyota Innova G - 2009,Toyota,2009,230,Hà Nội,https://bonbanh.com/xe-toyota-innova-g-2009-5552185
Porsche Cayenne Coupe - 2023,Porsche,2023,6899,TP HCM,https://bonbanh.com/xe-porsche-cayenne-coupe-2023-5551464
Hyundai Creta Đặc biệt 1.5 AT - 2024,Hyundai,2024,628,Hà Nội,https://bonbanh.com/xe-hyundai-creta-dac-biet-1.5-at-2024-5486791
Toyota Sienna Platinum 2.5 AT AWD - 2020,Toyota,2020,3790,Hà Nội,https://bonbanh.com/xe-toyota-sienna-platinum-2.5-at-awd-2020-5475049
Mitsubishi Xpander Cross 1.5 AT - 2024,Mitsubishi,2024,650,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-cross-1.5-at-2024-5425686
VinFast VF6 Base - 2024,VinFast,2024,675,Hà Nội,https://bonbanh.com/xe-vinfast-vf6-base-2024-5398938
Hyundai SantaFe Cao cấp 2.5L HTRAC - 2024,Hyundai,2024,1137,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2024-4293258
LandRover Range Rover Evoque Dynamic - 2014,LandRover,2014,795,Hà Nội,https://bonbanh.com/xe-landrover-range_rover_evoque-dynamic-2014-5573844
Lexus ES 250 - 2017,Lexus,2017,1330,Hà Nội,https://bonbanh.com/xe-lexus-es-250-2017-5478641
Lexus LX 570 - 2008,Lexus,2008,1330,Hà Nội,https://bonbanh.com/xe-lexus-lx-570-2008-5584868
Audi Q3 2.0 Quattro - 2014,Audi,2014,550,Hà Nội,https://bonbanh.com/xe-audi-q3-2.0-quattro-2014-5573820
Mercedes Benz S class S450 - 2022,Mercedes,2022,4578,TP HCM,https://bonbanh.com/xe-mercedes_benz-s_class-s450-2022-5581328
BMW 4 Series 430i Gran Coupe M Sport - 2022,BMW,2022,2498,TP HCM,https://bonbanh.com/xe-bmw-4_series-430i-gran-coupe-m-sport-2022-5574039
Mercedes Benz GLC 300 Coupe 4Matic - 2019,Mercedes,2019,2038,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-coupe-4matic-2019-5570480
Ford Territory Trend 1.5 AT - 2024,Ford,2024,822,Hà Nội,https://bonbanh.com/xe-ford-territory-trend-1.5-at-2024-5491437
Mercedes Benz GLB 200 AMG - 2024,Mercedes,2024,1550,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glb-200-amg-2024-5312310
Hyundai Creta Tiêu chuẩn 1.5 AT - 2024,Hyundai,2024,575,Hà Nội,https://bonbanh.com/xe-hyundai-creta-tieu-chuan-1.5-at-2024-5234834
Mercedes Benz E class E300 AMG - 2017,Mercedes,2017,1350,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2017-5594309
Honda City RS 1.5 AT - 2021,Honda,2021,488,Nghệ An,https://bonbanh.com/xe-honda-city-rs-1.5-at-2021-5578455
BMW 5 Series 520i Luxury - 2021,BMW,2021,1728,Hà Nội,https://bonbanh.com/xe-bmw-5_series-520i-luxury-2021-5516660
Mazda CX5 Premium 2.0 AT - 2022,Mazda,2022,815,Hà Nội,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2022-5551030
Toyota Fortuner 2.7V 4x2 AT - 2019,Toyota,2019,798,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2019-5585259
Mazda CX5 Luxury 2.0 AT - 2023,Mazda,2023,818,Hà Nội,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2023-5578981
Hyundai i10 Grand 1.2 MT - 2019,Hyundai,2019,295,Vĩnh Phúc,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-2019-5569394
Mercedes Benz GLE Class GLE 400 4Matic Coupe - 2017,Mercedes,2017,1990,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-400-4matic-coupe-2017-5506566
Mercedes Benz S class S500L - 2015,Mercedes,2015,1990,TP HCM,https://bonbanh.com/xe-mercedes_benz-s_class-s500l-2015-5293343
